# n phi cont lla lc4 lc4_b
8.800000000000002487e+00 1.939999999999999147e+01 8.663000000000000256e+00 8.237999999999999545e+00 7.445000000000000284e+00 7.711999999999999744e+00
9.000000000000003553e+00 1.939999999999999147e+01 8.663000000000000256e+00 8.426000000000000156e+00 7.754999999999999893e+00 8.002000000000000668e+00
9.200000000000002842e+00 1.939999999999999147e+01 8.663000000000000256e+00 8.551999999999999602e+00 7.889999999999999680e+00 8.121000000000000441e+00
9.400000000000002132e+00 1.939999999999999147e+01 8.663000000000000256e+00 8.537000000000000810e+00 7.865000000000000213e+00 8.093999999999999417e+00
9.600000000000003197e+00 1.939999999999999147e+01 8.663000000000000256e+00 8.534000000000000696e+00 7.860999999999999766e+00 8.092000000000000526e+00
9.800000000000004263e+00 1.939999999999999147e+01 8.663000000000000256e+00 8.529999999999999361e+00 7.852999999999999758e+00 8.086000000000000298e+00
1.000000000000000355e+01 1.939999999999999147e+01 8.663000000000000256e+00 8.523999999999999133e+00 7.836000000000000298e+00 8.070999999999999730e+00
1.020000000000000284e+01 1.939999999999999147e+01 8.663000000000000256e+00 8.516000000000000014e+00 7.804999999999999716e+00 8.041999999999999815e+00
1.040000000000000391e+01 1.939999999999999147e+01 8.663000000000000256e+00 8.505000000000000782e+00 7.758000000000000007e+00 7.995000000000000107e+00
1.060000000000000497e+01 1.939999999999999147e+01 8.663000000000000256e+00 8.490999999999999659e+00 7.690999999999999837e+00 7.929000000000000270e+00
1.080000000000000426e+01 1.939999999999999147e+01 8.663000000000000256e+00 8.471999999999999531e+00 7.605000000000000426e+00 7.841999999999999638e+00
1.100000000000000355e+01 1.939999999999999147e+01 8.663000000000000256e+00 8.445999999999999730e+00 7.498999999999999666e+00 7.732999999999999652e+00
1.120000000000000462e+01 1.939999999999999147e+01 8.663000000000000256e+00 8.410999999999999588e+00 7.368999999999999773e+00 7.602999999999999758e+00
1.140000000000000568e+01 1.939999999999999147e+01 8.663000000000000256e+00 8.365999999999999659e+00 7.206000000000000405e+00 7.445999999999999730e+00
1.160000000000000497e+01 1.939999999999999147e+01 8.663000000000000256e+00 8.307000000000000384e+00 6.995000000000000107e+00 7.246999999999999886e+00
1.180000000000000426e+01 1.939999999999999147e+01 8.663000000000000256e+00 8.231999999999999318e+00 6.714999999999999858e+00 6.982999999999999652e+00
1.200000000000000533e+01 1.939999999999999147e+01 8.663000000000000256e+00 8.137000000000000455e+00 6.354000000000000092e+00 6.631999999999999673e+00
6.000000000000000000e+00 1.959999999999999076e+01 8.862999999999999545e+00 3.412999999999999812e+00 -3.754000000000000004e+00 -3.454000000000000181e+00
6.200000000000000178e+00 1.959999999999999076e+01 8.862999999999999545e+00 3.725999999999999979e+00 -2.915999999999999925e+00 -2.616000000000000103e+00
6.400000000000000355e+00 1.959999999999999076e+01 8.862999999999999545e+00 4.099999999999999645e+00 -1.961999999999999966e+00 -1.661999999999999922e+00
6.600000000000000533e+00 1.959999999999999076e+01 8.862999999999999545e+00 4.564000000000000057e+00 -8.910000000000000142e-01 -5.909999999999999698e-01
6.800000000000000711e+00 1.959999999999999076e+01 8.862999999999999545e+00 5.134999999999999787e+00 1.200000000000000025e-02 3.119999999999999996e-01
7.000000000000000888e+00 1.959999999999999076e+01 8.862999999999999545e+00 5.504999999999999893e+00 4.520000000000000129e-01 7.520000000000000018e-01
7.200000000000001066e+00 1.959999999999999076e+01 8.862999999999999545e+00 5.762999999999999901e+00 8.399999999999999689e-01 1.139999999999999902e+00
7.400000000000001243e+00 1.959999999999999076e+01 8.862999999999999545e+00 6.017000000000000348e+00 1.796000000000000041e+00 2.096000000000000085e+00
7.600000000000001421e+00 1.959999999999999076e+01 8.862999999999999545e+00 6.336999999999999744e+00 3.915000000000000036e+00 4.190999999999999837e+00
7.800000000000001599e+00 1.959999999999999076e+01 8.862999999999999545e+00 6.698000000000000398e+00 4.945000000000000284e+00 5.035999999999999588e+00
8.000000000000001776e+00 1.959999999999999076e+01 8.862999999999999545e+00 7.017999999999999794e+00 5.149000000000000021e+00 5.299000000000000377e+00
8.200000000000002842e+00 1.959999999999999076e+01 8.862999999999999545e+00 7.328000000000000291e+00 5.392000000000000348e+00 5.602999999999999758e+00
8.400000000000002132e+00 1.959999999999999076e+01 8.862999999999999545e+00 7.658000000000000362e+00 5.639999999999999680e+00 5.889000000000000234e+00
8.600000000000001421e+00 1.959999999999999076e+01 8.862999999999999545e+00 7.915000000000000036e+00 6.094999999999999751e+00 6.376000000000000334e+00
8.800000000000002487e+00 1.959999999999999076e+01 8.862999999999999545e+00 8.191000000000000725e+00 7.222000000000000419e+00 7.500000000000000000e+00
9.000000000000003553e+00 1.959999999999999076e+01 8.862999999999999545e+00 8.422000000000000597e+00 7.639999999999999680e+00 7.894000000000000128e+00
9.200000000000002842e+00 1.959999999999999076e+01 8.862999999999999545e+00 8.595000000000000639e+00 7.921000000000000263e+00 8.147999999999999687e+00
9.400000000000002132e+00 1.959999999999999076e+01 8.862999999999999545e+00 8.711999999999999744e+00 8.054999999999999716e+00 8.266000000000000014e+00
9.600000000000003197e+00 1.959999999999999076e+01 8.862999999999999545e+00 8.720000000000000639e+00 8.003999999999999559e+00 8.211999999999999744e+00
9.800000000000004263e+00 1.959999999999999076e+01 8.862999999999999545e+00 8.714999999999999858e+00 7.998999999999999666e+00 8.211000000000000298e+00
1.000000000000000355e+01 1.959999999999999076e+01 8.862999999999999545e+00 8.708999999999999631e+00 7.993000000000000327e+00 8.208000000000000185e+00
1.020000000000000284e+01 1.959999999999999076e+01 8.862999999999999545e+00 8.701000000000000512e+00 7.977000000000000313e+00 8.195000000000000284e+00
1.040000000000000391e+01 1.959999999999999076e+01 8.862999999999999545e+00 8.689000000000000057e+00 7.947000000000000064e+00 8.166999999999999815e+00
1.060000000000000497e+01 1.959999999999999076e+01 8.862999999999999545e+00 8.673000000000000043e+00 7.900000000000000355e+00 8.121999999999999886e+00
1.080000000000000426e+01 1.959999999999999076e+01 8.862999999999999545e+00 8.653000000000000469e+00 7.834999999999999964e+00 8.055999999999999162e+00
1.100000000000000355e+01 1.959999999999999076e+01 8.862999999999999545e+00 8.625000000000000000e+00 7.751999999999999780e+00 7.969999999999999751e+00
1.120000000000000462e+01 1.959999999999999076e+01 8.862999999999999545e+00 8.589000000000000412e+00 7.652000000000000135e+00 7.865000000000000213e+00
1.140000000000000568e+01 1.959999999999999076e+01 8.862999999999999545e+00 8.541999999999999815e+00 7.528999999999999915e+00 7.741999999999999993e+00
1.160000000000000497e+01 1.959999999999999076e+01 8.862999999999999545e+00 8.480999999999999872e+00 7.375000000000000000e+00 7.597000000000000419e+00
1.180000000000000426e+01 1.959999999999999076e+01 8.862999999999999545e+00 8.404999999999999361e+00 7.176000000000000156e+00 7.410999999999999588e+00
1.200000000000000533e+01 1.959999999999999076e+01 8.862999999999999545e+00 8.311999999999999389e+00 6.908000000000000362e+00 7.163999999999999702e+00
6.000000000000000000e+00 1.979999999999999005e+01 9.063000000000000611e+00 3.338000000000000078e+00 -4.309000000000000163e+00 -4.009000000000000341e+00
6.200000000000000178e+00 1.979999999999999005e+01 9.063000000000000611e+00 3.611000000000000210e+00 -3.556000000000000050e+00 -3.255999999999999783e+00
6.400000000000000355e+00 1.979999999999999005e+01 9.063000000000000611e+00 3.923999999999999932e+00 -2.717999999999999972e+00 -2.418000000000000149e+00
6.600000000000000533e+00 1.979999999999999005e+01 9.063000000000000611e+00 4.298000000000000043e+00 -1.764999999999999902e+00 -1.465000000000000080e+00
6.800000000000000711e+00 1.979999999999999005e+01 9.063000000000000611e+00 4.762999999999999901e+00 -6.939999999999999503e-01 -3.940000000000000169e-01
7.000000000000000888e+00 1.979999999999999005e+01 9.063000000000000611e+00 5.333999999999999631e+00 2.099999999999999922e-01 5.100000000000000089e-01
7.200000000000001066e+00 1.979999999999999005e+01 9.063000000000000611e+00 5.703000000000000291e+00 6.510000000000000231e-01 9.509999999999999565e-01
7.400000000000001243e+00 1.979999999999999005e+01 9.063000000000000611e+00 5.961999999999999744e+00 1.038999999999999924e+00 1.338999999999999968e+00
7.600000000000001421e+00 1.979999999999999005e+01 9.063000000000000611e+00 6.216000000000000192e+00 1.993999999999999995e+00 2.294000000000000039e+00
7.800000000000001599e+00 1.979999999999999005e+01 9.063000000000000611e+00 6.533999999999999808e+00 4.094999999999999751e+00 4.371999999999999886e+00
8.000000000000001776e+00 1.979999999999999005e+01 9.063000000000000611e+00 6.895999999999999908e+00 5.144999999999999574e+00 5.235999999999999766e+00
8.200000000000002842e+00 1.979999999999999005e+01 9.063000000000000611e+00 7.216000000000000192e+00 5.349999999999999645e+00 5.500000000000000000e+00
8.400000000000002132e+00 1.979999999999999005e+01 9.063000000000000611e+00 7.525999999999999801e+00 5.594999999999999751e+00 5.807000000000000384e+00
8.600000000000001421e+00 1.979999999999999005e+01 9.063000000000000611e+00 7.855999999999999872e+00 5.846000000000000085e+00 6.096000000000000085e+00
8.800000000000002487e+00 1.979999999999999005e+01 9.063000000000000611e+00 8.112000000000000099e+00 6.307000000000000384e+00 6.589000000000000412e+00
9.000000000000003553e+00 1.979999999999999005e+01 9.063000000000000611e+00 8.380000000000000782e+00 7.429000000000000270e+00 7.700999999999999623e+00
9.200000000000002842e+00 1.979999999999999005e+01 9.063000000000000611e+00 8.595000000000000639e+00 7.826999999999999957e+00 8.064000000000000057e+00
9.400000000000002132e+00 1.979999999999999005e+01 9.063000000000000611e+00 8.755000000000000782e+00 8.079000000000000625e+00 8.284000000000000696e+00
9.600000000000003197e+00 1.979999999999999005e+01 9.063000000000000611e+00 8.868000000000000327e+00 8.201999999999999957e+00 8.391000000000000014e+00
9.800000000000004263e+00 1.979999999999999005e+01 9.063000000000000611e+00 8.900999999999999801e+00 8.137000000000000455e+00 8.324999999999999289e+00
1.000000000000000355e+01 1.979999999999999005e+01 9.063000000000000611e+00 8.893000000000000682e+00 8.134999999999999787e+00 8.327999999999999403e+00
1.020000000000000284e+01 1.979999999999999005e+01 9.063000000000000611e+00 8.882999999999999119e+00 8.128999999999999559e+00 8.326999999999999957e+00
1.040000000000000391e+01 1.979999999999999005e+01 9.063000000000000611e+00 8.871000000000000441e+00 8.114000000000000767e+00 8.316000000000000725e+00
1.060000000000000497e+01 1.979999999999999005e+01 9.063000000000000611e+00 8.853999999999999204e+00 8.086000000000000298e+00 8.289999999999999147e+00
1.080000000000000426e+01 1.979999999999999005e+01 9.063000000000000611e+00 8.832000000000000739e+00 8.039999999999999147e+00 8.244999999999999218e+00
1.100000000000000355e+01 1.979999999999999005e+01 9.063000000000000611e+00 8.804000000000000270e+00 7.977000000000000313e+00 8.179999999999999716e+00
1.120000000000000462e+01 1.979999999999999005e+01 9.063000000000000611e+00 8.766999999999999460e+00 7.897999999999999687e+00 8.096000000000000085e+00
1.140000000000000568e+01 1.979999999999999005e+01 9.063000000000000611e+00 8.717999999999999972e+00 7.804999999999999716e+00 7.995000000000000107e+00
1.160000000000000497e+01 1.979999999999999005e+01 9.063000000000000611e+00 8.656000000000000583e+00 7.690999999999999837e+00 7.879999999999999893e+00
1.180000000000000426e+01 1.979999999999999005e+01 9.063000000000000611e+00 8.577999999999999403e+00 7.546999999999999709e+00 7.746999999999999886e+00
1.200000000000000533e+01 1.979999999999999005e+01 9.063000000000000611e+00 8.484999999999999432e+00 7.360000000000000320e+00 7.575999999999999623e+00
6.000000000000000000e+00 1.999999999999998934e+01 9.262999999999999901e+00 3.290000000000000036e+00 -4.809000000000000163e+00 -4.509000000000000341e+00
6.200000000000000178e+00 1.999999999999998934e+01 9.262999999999999901e+00 3.536000000000000032e+00 -4.110999999999999766e+00 -3.810999999999999943e+00
6.400000000000000355e+00 1.999999999999998934e+01 9.262999999999999901e+00 3.809000000000000163e+00 -3.358000000000000096e+00 -3.057999999999999829e+00
6.600000000000000533e+00 1.999999999999998934e+01 9.262999999999999901e+00 4.121999999999999886e+00 -2.520999999999999908e+00 -2.221000000000000085e+00
6.800000000000000711e+00 1.999999999999998934e+01 9.262999999999999901e+00 4.496000000000000441e+00 -1.568000000000000060e+00 -1.268000000000000016e+00
7.000000000000000888e+00 1.999999999999998934e+01 9.262999999999999901e+00 4.961000000000000298e+00 -4.969999999999999973e-01 -1.970000000000000084e-01
7.200000000000001066e+00 1.999999999999998934e+01 9.262999999999999901e+00 5.532000000000000028e+00 4.079999999999999738e-01 7.079999999999999627e-01
7.400000000000001243e+00 1.999999999999998934e+01 9.262999999999999901e+00 5.902000000000000135e+00 8.499999999999999778e-01 1.149999999999999911e+00
7.600000000000001421e+00 1.999999999999998934e+01 9.262999999999999901e+00 6.160999999999999588e+00 1.237000000000000099e+00 1.536999999999999922e+00
7.800000000000001599e+00 1.999999999999998934e+01 9.262999999999999901e+00 6.416000000000000369e+00 2.190999999999999837e+00 2.491000000000000103e+00
8.000000000000001776e+00 1.999999999999998934e+01 9.262999999999999901e+00 6.732000000000000206e+00 4.275999999999999801e+00 4.554000000000000270e+00
8.200000000000002842e+00 1.999999999999998934e+01 9.262999999999999901e+00 7.091999999999999638e+00 5.344000000000000306e+00 5.434000000000000163e+00
8.400000000000002132e+00 1.999999999999998934e+01 9.262999999999999901e+00 7.411999999999999922e+00 5.551000000000000156e+00 5.700999999999999623e+00
8.600000000000001421e+00 1.999999999999998934e+01 9.262999999999999901e+00 7.722000000000000419e+00 5.799000000000000377e+00 6.011000000000000121e+00
8.800000000000002487e+00 1.999999999999998934e+01 9.262999999999999901e+00 8.053000000000000824e+00 6.052999999999999936e+00 6.304000000000000270e+00
9.000000000000003553e+00 1.999999999999998934e+01 9.262999999999999901e+00 8.304999999999999716e+00 6.520999999999999908e+00 6.804000000000000270e+00
9.200000000000002842e+00 1.999999999999998934e+01 9.262999999999999901e+00 8.560000000000000497e+00 7.636000000000000121e+00 7.895999999999999908e+00
9.400000000000002132e+00 1.999999999999998934e+01 9.262999999999999901e+00 8.759000000000000341e+00 8.010999999999999233e+00 8.227999999999999758e+00
9.600000000000003197e+00 1.999999999999998934e+01 9.262999999999999901e+00 8.906000000000000583e+00 8.230999999999999872e+00 8.413000000000000256e+00
9.800000000000004263e+00 1.999999999999998934e+01 9.262999999999999901e+00 9.016999999999999460e+00 8.339000000000000412e+00 8.506999999999999673e+00
1.000000000000000355e+01 1.999999999999998934e+01 9.262999999999999901e+00 9.086000000000000298e+00 8.276999999999999247e+00 8.445999999999999730e+00
1.020000000000000284e+01 1.999999999999998934e+01 9.262999999999999901e+00 9.064999999999999503e+00 8.271000000000000796e+00 8.446999999999999176e+00
1.040000000000000391e+01 1.999999999999998934e+01 9.262999999999999901e+00 9.050000000000000711e+00 8.266000000000000014e+00 8.448999999999999844e+00
1.060000000000000497e+01 1.999999999999998934e+01 9.262999999999999901e+00 9.032999999999999474e+00 8.252000000000000668e+00 8.439000000000000057e+00
1.080000000000000426e+01 1.999999999999998934e+01 9.262999999999999901e+00 9.009999999999999787e+00 8.224000000000000199e+00 8.413000000000000256e+00
1.100000000000000355e+01 1.999999999999998934e+01 9.262999999999999901e+00 8.980999999999999872e+00 8.179999999999999716e+00 8.368000000000000327e+00
1.120000000000000462e+01 1.999999999999998934e+01 9.262999999999999901e+00 8.942999999999999616e+00 8.119999999999999218e+00 8.304000000000000270e+00
1.140000000000000568e+01 1.999999999999998934e+01 9.262999999999999901e+00 8.894000000000000128e+00 8.044999999999999929e+00 8.221000000000000085e+00
1.160000000000000497e+01 1.999999999999998934e+01 9.262999999999999901e+00 8.830999999999999517e+00 7.958999999999999631e+00 8.124000000000000554e+00
1.180000000000000426e+01 1.999999999999998934e+01 9.262999999999999901e+00 8.752000000000000668e+00 7.854000000000000092e+00 8.016999999999999460e+00
1.200000000000000533e+01 1.999999999999998934e+01 9.262999999999999901e+00 8.657999999999999474e+00 7.721000000000000085e+00 7.895999999999999908e+00
6.000000000000000000e+00 2.019999999999998863e+01 9.462999999999999190e+00 3.257000000000000117e+00 -5.272999999999999687e+00 -4.972999999999999865e+00
6.200000000000000178e+00 2.019999999999998863e+01 9.462999999999999190e+00 3.487000000000000099e+00 -4.610999999999999766e+00 -4.310999999999999943e+00
6.400000000000000355e+00 2.019999999999998863e+01 9.462999999999999190e+00 3.733000000000000096e+00 -3.914000000000000146e+00 -3.613999999999999879e+00
6.600000000000000533e+00 2.019999999999998863e+01 9.462999999999999190e+00 4.006000000000000227e+00 -3.161000000000000032e+00 -2.861000000000000210e+00
6.800000000000000711e+00 2.019999999999998863e+01 9.462999999999999190e+00 4.318999999999999950e+00 -2.323999999999999844e+00 -2.024000000000000021e+00
7.000000000000000888e+00 2.019999999999998863e+01 9.462999999999999190e+00 4.692999999999999616e+00 -1.370999999999999996e+00 -1.070999999999999952e+00
7.200000000000001066e+00 2.019999999999998863e+01 9.462999999999999190e+00 5.158000000000000362e+00 -3.009999999999999898e-01 -1.000000000000000021e-03
7.400000000000001243e+00 2.019999999999998863e+01 9.462999999999999190e+00 5.729000000000000092e+00 6.049999999999999822e-01 9.050000000000000266e-01
7.600000000000001421e+00 2.019999999999998863e+01 9.462999999999999190e+00 6.099000000000000199e+00 1.048999999999999932e+00 1.348999999999999977e+00
7.800000000000001599e+00 2.019999999999998863e+01 9.462999999999999190e+00 6.358999999999999986e+00 1.435000000000000053e+00 1.735000000000000098e+00
8.000000000000001776e+00 2.019999999999998863e+01 9.462999999999999190e+00 6.613999999999999879e+00 2.388999999999999790e+00 2.689000000000000057e+00
8.200000000000002842e+00 2.019999999999998863e+01 9.462999999999999190e+00 6.927999999999999936e+00 4.458000000000000185e+00 4.735999999999999766e+00
8.400000000000002132e+00 2.019999999999998863e+01 9.462999999999999190e+00 7.285999999999999588e+00 5.541999999999999815e+00 5.633000000000000007e+00
8.600000000000001421e+00 2.019999999999998863e+01 9.462999999999999190e+00 7.607999999999999652e+00 5.751999999999999780e+00 5.902999999999999581e+00
8.800000000000002487e+00 2.019999999999998863e+01 9.462999999999999190e+00 7.918000000000000149e+00 6.003000000000000114e+00 6.216000000000000192e+00
9.000000000000003553e+00 2.019999999999998863e+01 9.462999999999999190e+00 8.246999999999999886e+00 6.261000000000000121e+00 6.511999999999999567e+00
9.200000000000002842e+00 2.019999999999998863e+01 9.462999999999999190e+00 8.490000000000000213e+00 6.738000000000000433e+00 7.019999999999999574e+00
9.400000000000002132e+00 2.019999999999998863e+01 9.462999999999999190e+00 8.730999999999999872e+00 7.842999999999999972e+00 8.089000000000000412e+00
9.600000000000003197e+00 2.019999999999998863e+01 9.462999999999999190e+00 8.912000000000000810e+00 8.188000000000000611e+00 8.381999999999999673e+00
9.800000000000004263e+00 2.019999999999998863e+01 9.462999999999999190e+00 9.048999999999999488e+00 8.381000000000000227e+00 8.539999999999999147e+00
1.000000000000000355e+01 2.019999999999998863e+01 9.462999999999999190e+00 9.153999999999999915e+00 8.467999999999999972e+00 8.617000000000000881e+00
1.020000000000000284e+01 2.019999999999998863e+01 9.462999999999999190e+00 9.239000000000000767e+00 8.416999999999999815e+00 8.570999999999999730e+00
1.040000000000000391e+01 2.019999999999998863e+01 9.462999999999999190e+00 9.233999999999999986e+00 8.404999999999999361e+00 8.567999999999999616e+00
1.060000000000000497e+01 2.019999999999998863e+01 9.462999999999999190e+00 9.211000000000000298e+00 8.403000000000000469e+00 8.573000000000000398e+00
1.080000000000000426e+01 2.019999999999998863e+01 9.462999999999999190e+00 9.185999999999999943e+00 8.388999999999999346e+00 8.561999999999999389e+00
1.100000000000000355e+01 2.019999999999998863e+01 9.462999999999999190e+00 9.153999999999999915e+00 8.362000000000000099e+00 8.535999999999999588e+00
1.120000000000000462e+01 2.019999999999998863e+01 9.462999999999999190e+00 9.115000000000000213e+00 8.319000000000000838e+00 8.490999999999999659e+00
1.140000000000000568e+01 2.019999999999998863e+01 9.462999999999999190e+00 9.066000000000000725e+00 8.262000000000000455e+00 8.426999999999999602e+00
1.160000000000000497e+01 2.019999999999998863e+01 9.462999999999999190e+00 9.003999999999999559e+00 8.191000000000000725e+00 8.345000000000000639e+00
1.180000000000000426e+01 2.019999999999998863e+01 9.462999999999999190e+00 8.926000000000000156e+00 8.112000000000000099e+00 8.250999999999999446e+00
1.200000000000000533e+01 2.019999999999998863e+01 9.462999999999999190e+00 8.830999999999999517e+00 8.016000000000000014e+00 8.153999999999999915e+00
6.000000000000000000e+00 2.039999999999998792e+01 9.663000000000000256e+00 3.234999999999999876e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.200000000000000178e+00 2.039999999999998792e+01 9.663000000000000256e+00 3.454000000000000181e+00 -5.075000000000000178e+00 -4.775000000000000355e+00
6.400000000000000355e+00 2.039999999999998792e+01 9.663000000000000256e+00 3.682999999999999829e+00 -4.413000000000000256e+00 -4.113000000000000433e+00
6.600000000000000533e+00 2.039999999999998792e+01 9.663000000000000256e+00 3.930000000000000160e+00 -3.716000000000000192e+00 -3.415999999999999925e+00
6.800000000000000711e+00 2.039999999999998792e+01 9.663000000000000256e+00 4.201999999999999957e+00 -2.963000000000000078e+00 -2.662999999999999812e+00
7.000000000000000888e+00 2.039999999999998792e+01 9.663000000000000256e+00 4.516000000000000014e+00 -2.125999999999999890e+00 -1.826000000000000068e+00
7.200000000000001066e+00 2.039999999999998792e+01 9.663000000000000256e+00 4.889999999999999680e+00 -1.173999999999999932e+00 -8.739999999999999991e-01
7.400000000000001243e+00 2.039999999999998792e+01 9.663000000000000256e+00 5.354000000000000092e+00 -1.039999999999999952e-01 1.960000000000000075e-01
7.600000000000001421e+00 2.039999999999998792e+01 9.663000000000000256e+00 5.926000000000000156e+00 8.030000000000000471e-01 1.102999999999999980e+00
7.800000000000001599e+00 2.039999999999998792e+01 9.663000000000000256e+00 6.296000000000000263e+00 1.247999999999999998e+00 1.546999999999999931e+00
8.000000000000001776e+00 2.039999999999998792e+01 9.663000000000000256e+00 6.557000000000000384e+00 1.633000000000000007e+00 1.933000000000000052e+00
8.200000000000002842e+00 2.039999999999998792e+01 9.663000000000000256e+00 6.812000000000000277e+00 2.587000000000000188e+00 2.887000000000000011e+00
8.400000000000002132e+00 2.039999999999998792e+01 9.663000000000000256e+00 7.123000000000000220e+00 4.639000000000000234e+00 4.918000000000000149e+00
8.600000000000001421e+00 2.039999999999998792e+01 9.663000000000000256e+00 7.479000000000000092e+00 5.741999999999999993e+00 5.831999999999999851e+00
8.800000000000002487e+00 2.039999999999998792e+01 9.663000000000000256e+00 7.802999999999999936e+00 5.953999999999999737e+00 6.105000000000000426e+00
9.000000000000003553e+00 2.039999999999998792e+01 9.663000000000000256e+00 8.112999999999999545e+00 6.208000000000000185e+00 6.421999999999999709e+00
9.200000000000002842e+00 2.039999999999998792e+01 9.663000000000000256e+00 8.435000000000000497e+00 6.469000000000000306e+00 6.722000000000000419e+00
9.400000000000002132e+00 2.039999999999998792e+01 9.663000000000000256e+00 8.666000000000000369e+00 6.958000000000000185e+00 7.240000000000000213e+00
9.600000000000003197e+00 2.039999999999998792e+01 9.663000000000000256e+00 8.887999999999999901e+00 8.047000000000000597e+00 8.272000000000000242e+00
9.800000000000004263e+00 2.039999999999998792e+01 9.663000000000000256e+00 9.054999999999999716e+00 8.362000000000000099e+00 8.532999999999999474e+00
1.000000000000000355e+01 2.039999999999998792e+01 9.663000000000000256e+00 9.185000000000000497e+00 8.528999999999999915e+00 8.669999999999999929e+00
1.020000000000000284e+01 2.039999999999998792e+01 9.663000000000000256e+00 9.294000000000000483e+00 8.606999999999999318e+00 8.742000000000000881e+00
1.040000000000000391e+01 2.039999999999998792e+01 9.663000000000000256e+00 9.381000000000000227e+00 8.558999999999999275e+00 8.699999999999999289e+00
1.060000000000000497e+01 2.039999999999998792e+01 9.663000000000000256e+00 9.422000000000000597e+00 8.545999999999999375e+00 8.696999999999999176e+00
1.080000000000000426e+01 2.039999999999998792e+01 9.663000000000000256e+00 9.359999999999999432e+00 8.541999999999999815e+00 8.698999999999999844e+00
1.100000000000000355e+01 2.039999999999998792e+01 9.663000000000000256e+00 9.326000000000000512e+00 8.526999999999999247e+00 8.686999999999999389e+00
1.120000000000000462e+01 2.039999999999998792e+01 9.663000000000000256e+00 9.285000000000000142e+00 8.500000000000000000e+00 8.659000000000000696e+00
1.140000000000000568e+01 2.039999999999998792e+01 9.663000000000000256e+00 9.234999999999999432e+00 8.458000000000000185e+00 8.612999999999999545e+00
1.160000000000000497e+01 2.039999999999998792e+01 9.663000000000000256e+00 9.173000000000000043e+00 8.401999999999999247e+00 8.548000000000000043e+00
1.180000000000000426e+01 2.039999999999998792e+01 9.663000000000000256e+00 9.096999999999999531e+00 8.335000000000000853e+00 8.467000000000000526e+00
1.200000000000000533e+01 2.039999999999998792e+01 9.663000000000000256e+00 9.003999999999999559e+00 8.262000000000000455e+00 8.377000000000000668e+00
6.000000000000000000e+00 2.059999999999998721e+01 9.862999999999999545e+00 3.217999999999999972e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.200000000000000178e+00 2.059999999999998721e+01 9.862999999999999545e+00 3.430000000000000160e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.400000000000000355e+00 2.059999999999998721e+01 9.862999999999999545e+00 3.649000000000000021e+00 -4.876999999999999780e+00 -4.576999999999999957e+00
6.600000000000000533e+00 2.059999999999998721e+01 9.862999999999999545e+00 3.878000000000000114e+00 -4.214999999999999858e+00 -3.915000000000000036e+00
6.800000000000000711e+00 2.059999999999998721e+01 9.862999999999999545e+00 4.125000000000000000e+00 -3.517999999999999794e+00 -3.217999999999999972e+00
7.000000000000000888e+00 2.059999999999998721e+01 9.862999999999999545e+00 4.397000000000000242e+00 -2.765000000000000124e+00 -2.464999999999999858e+00
7.200000000000001066e+00 2.059999999999998721e+01 9.862999999999999545e+00 4.711000000000000298e+00 -1.927999999999999936e+00 -1.627999999999999892e+00
7.400000000000001243e+00 2.059999999999998721e+01 9.862999999999999545e+00 5.084999999999999964e+00 -9.769999999999999796e-01 -6.770000000000000462e-01
7.600000000000001421e+00 2.059999999999998721e+01 9.862999999999999545e+00 5.549000000000000377e+00 9.400000000000000022e-02 3.940000000000000169e-01
7.800000000000001599e+00 2.059999999999998721e+01 9.862999999999999545e+00 6.121000000000000441e+00 1.000999999999999890e+00 1.300999999999999934e+00
8.000000000000001776e+00 2.059999999999998721e+01 9.862999999999999545e+00 6.491999999999999993e+00 1.445000000000000062e+00 1.745000000000000107e+00
8.200000000000002842e+00 2.059999999999998721e+01 9.862999999999999545e+00 6.753999999999999559e+00 1.832000000000000073e+00 2.132000000000000117e+00
8.400000000000002132e+00 2.059999999999998721e+01 9.862999999999999545e+00 7.008000000000000007e+00 2.782000000000000028e+00 3.080999999999999961e+00
8.600000000000001421e+00 2.059999999999998721e+01 9.862999999999999545e+00 7.317000000000000171e+00 4.814000000000000057e+00 5.094999999999999751e+00
8.800000000000002487e+00 2.059999999999998721e+01 9.862999999999999545e+00 7.671000000000000263e+00 5.940999999999999837e+00 6.032000000000000028e+00
9.000000000000003553e+00 2.059999999999998721e+01 9.862999999999999545e+00 7.996000000000000441e+00 6.157000000000000028e+00 6.307999999999999829e+00
9.200000000000002842e+00 2.059999999999998721e+01 9.862999999999999545e+00 8.304000000000000270e+00 6.413000000000000256e+00 6.628000000000000114e+00
9.400000000000002132e+00 2.059999999999998721e+01 9.862999999999999545e+00 8.615999999999999659e+00 6.679000000000000270e+00 6.932000000000000384e+00
9.600000000000003197e+00 2.059999999999998721e+01 9.862999999999999545e+00 8.833999999999999631e+00 7.181000000000000050e+00 7.463000000000000078e+00
9.800000000000004263e+00 2.059999999999998721e+01 9.862999999999999545e+00 9.035000000000000142e+00 8.246999999999999886e+00 8.451999999999999957e+00
1.000000000000000355e+01 2.059999999999998721e+01 9.862999999999999545e+00 9.189999999999999503e+00 8.534000000000000696e+00 8.685000000000000497e+00
